Rank	Taxonpath	Taxon	001	002	003	004	005	006	007	008	009	010	011	012	013	014	015	016	017	018	019	020	021	022	023	024	025	026	027	028	029	030	031	032	033	034	035	036	037	038	039	040	041	042	043	044	045	046	047	048	049	050	051	052	053	054	055	056	057	058	059	060	061	062	063	064	065	066	067	068	069	070	071	072	073	074	075	076	077	078	079	080	081	082	083	084	085	086	087	088	089	090	091	092	093	094	095	096	097	098	099	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	100b	102b	104b	106b	108b	110b	112b	090b	092b	094b	096b	098b
kingdom	Main genome;Archaea;Archaea (superkingdom);Euryarchaea sensu lato superphylum	Euryarchaea sensu lato superphylum	3982	4762	3290	10120	6405	3926	6964	13038	6344	9255	8332	6002	4044	5578	7579	7918	3994	4424	5458	1953	10299	1653	12663	17329	14149	14367	2832	763	565	382	59	49	136	156	248	2252	1683	1868	1276	1589	1308	7506	10567	5820	15346	14405	12831	0	95	10	16	103	332	259	56	47	417	34	8	113	53	0	2482	273	1205	15	0	9757	7541	2499	4702	7349	6859	4601	10078	6043	8541	8571	12817	11110	5050	7903	15098	17889	11090	14360	16130	12608	8422	10854	13699	3942	6103	19120	16694	8200	5756	14452	11767	2634	802	20653	10671	5536	3627	19604	13867	3050	3764	13275	13700	3029	3395	38227	37201	43951	70622	18798	33315	32370	16519	29686	21286	19850	21750	17478	9643	7560	10390	7470	9420	18802	28066	28391	40686	31775	24547	8395	35222	18308	33454	11289	23629	11777	19373	14082	31408	29531	11106
kingdom	Main genome;Archaea;Archaea (superkingdom);TACK	TACK	0	0	57	16	57	1	0	0	14	24	0	0	28	2	0	29	9	4	0	17	71	6	33	55	6	0	12	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	5	1	30	0	0	0	394	0	261	305	112	10	0	46	2	1	2	0	62	1	42	0	1	0	1	26	46	15	32	45	57	61	0	5	0	361	492	265	249	313	677	133	143	47	5	96	122	0	80	69	2	513	360	751	409	8725	3801	15100	9599	14325	18635	31588	44121	35755	37192	57151	49738	25499	67760	62568	68924	55966	81727	41642	47664	70059	39702	50815	7327	4032	11267	1731	3329	244613	223290	279903	186200	242497	293086	81380	4558	3632	6937	9635	5054	52788	28093	113470	66250	219082	49758	256604	4	216	986	3059	6703
kingdom	Main genome;Archaea;Archaea (superkingdom);DPANN	DPANN	37	4	83	4	66	7	35	257	118	10	37	22	133	10	0	0	0	59	0	62	0	0	42	143	23	67	338	0	0	21	16	0	0	5	1	132	4	17	19	17	15	0	0	0	0	0	0	0	0	0	142	5	0	0	0	0	0	0	0	0	0	0	4	167	50	0	0	2	8	2	0	4	10	16	53	13	3	0	0	2	3	5	22	141	66	21	48	43	73	5	28	15	74	35	71	86	34	0	4	8	18	61	6	190	106	249	274	1380	895	301	534	2176	3581	991	1427	1779	1457	1168	621	48	0	1	846	23	11	31106	36804	34839	22668	17420	21005	2411	55	319	744	243	51	24	135	702	423	5194	648	8437	11	64	66	269	0
phylum	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria	Proteobacteria	74664	86009	104111	97936	61401	75306	60420	31930	38770	28633	38957	36743	43860	34474	56651	69789	54902	63514	70385	42300	86698	47175	38364	41812	24411	31945	79867	70886	77190	73160	49440	51525	47509	61507	62337	60065	53141	67407	65045	68615	76790	77771	95652	61541	50063	49367	55401	53698	123738	126625	120116	103058	192359	145437	130556	145266	108749	19305	29151	54861	42804	17385	27664	39552	35445	16748	74037	42614	39045	21954	33999	50080	54606	38010	33821	32520	31279	43973	55035	51166	36101	48252	66889	45469	44442	47579	41849	45624	40308	45461	93040	43052	42722	54060	55015	57371	33854	79333	78562	46148	33245	60280	63276	27659	34429	93381	68371	26467	21779	66417	79624	23980	11842	96761	160336	94345	97440	109958	99159	119556	100440	160949	100199	124050	130824	108778	105117	80818	91550	82832	119719	158206	136532	193199	247905	251911	184111	174915	108018	102990	158240	107763	118020	101495	83271	175552	92266	230938	67088
phylum	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Desulfobacterota	Desulfobacterota	531	1075	1651	1694	1126	457	1327	39	78	83	20	23	30	63	128	115	31	120	102	85	43	34	0	72	0	0	98	342	403	414	216	396	292	378	432	3	86	1	3	1	0	117	84	68	0	0	0	0	0	0	0	64	0	172	133	0	0	0	0	0	1	6	1128	410	95	1	102	1255	612	1037	852	1330	3	11	36	21	10	1849	2887	1364	1578	1439	2465	29	20	35	29	33	11	749	1629	4	43	1761	1578	7	12	3539	4113	5	3	1802	1385	12	11	928	764	43	8	679	462	11	4	540	766	1109	1211	1617	2167	2420	2859	1821	1146	1417	1472	709	261	56	144	238	526	1152	52	219	126	339	427	20	3195	55	1633	116	1133	34	1339	39	2789	12	2994
phylum	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Myxococcota	Myxococcota	105	219	212	284	254	182	258	48	10	15	29	0	0	5	1	6	33	44	1	0	8	0	0	0	0	0	0	31	93	23	48	64	20	29	12	0	1	0	0	0	0	14	53	27	3	33	13	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	219	92	0	0	0	276	263	45	104	200	0	12	0	0	7	732	1074	659	436	781	989	0	3	11	3	29	36	387	484	0	2	1362	1006	3	10	1841	1844	0	19	2162	1116	81	26	1510	962	28	72	958	1114	48	69	2271	1179	2295	3345	1876	2821	2461	2352	1893	1133	1684	1340	631	410	267	473	57	397	468	68	5	178	30	8	0	3625	239	2325	132	1616	194	707	0	1878	2	1452
phylum	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Bdellovibrionota	Bdellovibrionota	910	1400	1439	2037	978	1125	1057	398	47	159	49	178	84	118	198	328	218	183	532	230	425	305	56	438	377	293	623	692	622	630	1114	678	713	1221	596	239	442	428	93	101	90	269	308	180	94	106	78	0	0	0	31	6	0	339	126	0	0	26	1	10	30	68	3253	761	622	0	1	1800	903	1067	1581	1771	353	192	445	430	447	4164	4588	3653	2677	3192	4568	598	387	828	1142	1013	490	562	1564	363	182	2526	2170	1048	713	4382	2944	1908	685	3280	2658	1600	1105	2484	1719	476	352	1647	1987	441	353	2804	3187	3611	4385	3249	5933	6927	5860	7383	5630	4884	6343	2009	2731	2387	3403	4074	6774	8384	3871	2102	1615	1779	1642	6613	5971	5678	4212	1800	2816	1808	1149	1508	4255	4343	3561
phylum	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;NB1-j	NB1-j	18	8	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	7	0	4	0	0	0	0	0	0	0	74	97	37	30	77	83	0	0	0	0	0	0	0	9	0	0	33	10	0	0	302	241	0	0	2725	1184	42	52	3635	2394	2	9	2619	3001	2	2	4969	3844	3851	5304	13157	7255	4233	953	65	67	4	10	20	0	3	53	0	79	8	0	0	0	418	0	0	4668	152	5687	4	4157	3	0	0	47	0	265
phylum	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;SAR324 clade(Marine group B)	SAR324 clade(Marine group B)	1198	1751	2149	6316	3669	3916	3285	1493	402	745	1347	1044	607	3003	357	169	84	48	404	64	494	0	40	98	29	84	60	2328	2521	2931	1236	1240	734	1537	1028	595	111	263	46	112	25	1585	1677	1454	168	258	108	62	1009	100	190	261	453	157	136	195	38	10	73	53	154	18	130	5	94	119	155	3222	3354	627	1165	1312	2491	1635	14375	5645	10696	1771	2599	2024	1109	1691	2782	4083	3982	4935	4516	5255	4141	2923	7346	6905	2517	7180	6916	6427	4120	6554	7487	3628	2152	21325	4976	3684	2012	6036	3690	674	557	3926	4524	1257	1162	30548	26696	31210	42667	14736	13979	11664	7426	6899	5376	4189	5704	3445	3564	2078	2628	3401	3303	14563	28211	10235	13578	10574	6333	11378	35926	12356	9583	2420	6711	4725	5422	24754	11572	22252	5982
phylum	Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Firmicutes	Firmicutes	0	14	82	62	12	6	56	9	5	5	7	13	109	1	683	521	255	856	498	1459	756	1557	11361	1091	346	125	400	36	91	71	82	88	247	24	70	1	99	22	5	2	13	3	1	0	0	0	0	16	36	0	174	950	166	12	110	10	32	413	122	38	86	166	31	21	595	140	9	80	65	10	0	37	58	3	7	5	144	97	310	126	129	121	134	102	25	11	33	14	1	35	24	4	1599	266	38	14	0	66	30	2	0	107	6	627	398	133	56	64	55	35	168	228	23	78	449	180	482	644	237	69	96	501	491	242	310	1652	2464	2170	2474	214	592	306	553	273	386	703	1022	21	217	2177	218	159	50	872	32	27	455	66	59
phylum	Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Cyanobacteria	Cyanobacteria	74969	82649	113317	100266	75728	100048	83469	5249	3093	6750	4332	2626	1859	920	42767	55709	45109	69295	63272	84216	54110	82059	560	462	829	1101	2952	66464	80344	82807	89390	92636	96719	84285	86320	552	3760	474	563	752	23	64132	79479	63467	7137	6857	1326	217	255	183	184	734	640	4431	3777	238	871	185	701	1077	1095	753	21870	13325	3747	498	487	51654	72571	62994	99568	112888	873	915	375	564	344	52887	82804	56108	64908	48264	61110	1542	1033	1385	1309	2131	382	62036	96925	966	1212	68663	83050	1600	1437	10840	11982	2917	959	611	12173	255	224	844	316	291	178	1672	619	417	117	4295	3603	4384	2810	3738	4795	5714	40428	119999	98141	102089	93116	17156	14405	7956	38064	17249	9643	12760	8166	9754	17975	15348	30869	10017	1162	755	1431	1113	3045	1906	110627	3667	111903	6650	9906
phylum	Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteriota	Actinobacteriota	33987	23794	22171	29443	29473	17824	22078	21801	18885	26354	23807	22488	28772	17099	4671	5017	8977	12137	6994	12950	9367	11596	12324	11064	7045	10754	24413	4704	5968	7796	8679	11859	8890	10002	12150	10862	8140	10709	10166	8038	11175	5164	7199	3645	12722	12232	13842	449	13421	84	323	1456	1517	1275	1516	922	1412	161	1020	182	480	212	5857	1781	7024	344	759	9625	18955	22309	21712	45226	23334	20857	17084	17613	14814	9944	14872	26656	15782	28442	26017	16955	18793	15794	12245	13944	15291	5621	24460	16478	23634	11426	11054	25666	17338	10029	9043	23099	11242	4919	7842	6387	8298	4668	2297	1667	1201	1790	2432	1044	422	6134	7368	8770	7349	16897	10326	20529	15317	22403	11328	18214	16476	7341	8928	6610	11039	11174	9629	71994	66908	58002	60768	80110	30994	77141	8457	20632	7599	5910	3066	3675	10196	59556	19489	90743	7215
phylum	Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Chloroflexi	Chloroflexi	1045	1678	1201	841	610	60	424	826	262	741	1158	1117	1728	1147	4	0	2	0	9	23	27	0	7	50	0	2	15	19	113	97	22	1	69	13	3	226	50	264	84	63	160	159	190	76	329	197	128	0	0	0	0	0	0	0	0	0	0	1	11	6	1	0	38	0	1	0	0	224	214	117	51	114	1528	1354	663	881	813	218	332	313	121	291	595	844	981	766	595	483	493	275	755	1153	1300	1830	1881	6315	3271	2636	1815	4527	2456	21528	13073	5368	4129	15552	8788	1505	1441	4478	5042	895	989	5184	4969	7319	12770	4227	7227	11210	834	514	480	459	551	6405	4058	2981	2990	2240	4612	7379	3488	2800	3261	2722	1953	15511	38314	17534	25949	5506	7957	3673	588	4554	3176	24732	2231
phylum	Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Deinococcota	Deinococcota	0	0	0	16	0	1	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	31	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	6	0	11	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0
phylum	Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Armatimonadota	Armatimonadota	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	17	2	32	17	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	49	0	0	0	0	0	3	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Saccharimonadia	Saccharimonadia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	61	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota	Bacteroidota	17158	20627	29357	30767	25554	35161	30409	2941	1423	2582	3582	4135	4466	10816	60193	88708	92854	112150	80609	116041	61900	102826	32040	42280	63564	69411	27848	46983	68758	61981	85385	86946	94235	86016	87579	20024	17133	22229	21575	23484	16595	48809	70942	46433	25175	24042	34095	14478	34360	60708	18636	28163	18203	62661	33865	41464	48247	7563	7799	20055	5532	2670	26212	14881	8892	2750	14643	32647	37809	28977	35435	58555	10330	6472	21028	17313	20648	26136	25707	23366	19721	20419	38507	21537	9200	22878	21700	32474	17741	14611	23643	11187	6713	18162	17000	11859	8876	24186	23784	5350	8341	10265	13809	3504	2992	6260	5602	2145	1163	4119	2757	3106	1170	6197	9162	8051	8839	10899	16802	74518	70700	57815	40085	61787	50478	26384	15414	17885	51677	13234	22101	53973	84932	46075	45069	60136	60789	19606	18487	12731	10731	8213	7455	13420	27365	44213	31196	46439	21704
phylum	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Gemmatimonadota	Gemmatimonadota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	54	44	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	5	4	0	1	858	1194	40	337	3471	1147	838	455	1848	1026	44	15	1058	1010	426	38	1873	2740	1991	1985	3410	4201	5944	355	3	1	27	6	248	0	86	385	32	0	0	0	154	0	0	0	142	6131	2739	3340	166	1921	1583	0	0	8	0	830
phylum	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)	8837	10310	11687	12388	9454	9036	8392	7374	1963	2730	2794	3566	2804	3277	2934	3706	2606	3482	4708	3290	5129	1521	246	333	76	196	1229	7268	6394	5090	3316	4611	2738	4088	3540	4277	2499	4658	942	1900	997	5802	9040	4629	672	711	808	0	100	7	114	102	30	32	81	200	0	14	25	64	33	24	556	208	973	45	25	14694	15070	7615	10392	20822	3691	3456	5969	6111	9495	8383	8951	7885	5456	7286	10903	12703	12222	14685	16937	14981	8811	9692	13128	4316	5157	18596	19199	7030	6329	29081	37507	8653	5814	40683	17855	11591	6318	42933	31200	5895	4272	30545	32184	6135	5044	59951	55544	63360	85931	72090	65088	68441	30424	26326	17547	18394	20443	12318	13120	17639	20131	16223	19523	36315	43905	29430	15379	23183	14625	31398	74207	41060	73637	22492	55327	24781	18463	17428	32085	27147	24275
phylum	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Fibrobacterota	Fibrobacterota	0	0	0	3	0	0	0	0	0	0	0	0	0	0	6	0	14	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	43	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	173	0	2	0	0	0	0	0
phylum	Main genome;Bacteria;Bacteria (superkingdom);Acidobacteria superphylum;Acidobacteriota	Acidobacteriota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	17	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	210	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1051	518	356	204	3610	2611	348	274	2737	2240	1264	9	3502	4249	5247	6162	15794	9274	2564	72	159	95	113	0	1156	715	1326	720	1188	771	145	99	0	0	525	0	0	1783	1070	6361	1334	4999	4455	0	0	0	0	0
phylum	Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Verrucomicrobiota	Verrucomicrobiota	2515	3360	4531	4298	4404	5448	4723	135	26	27	136	90	33	19	1216	2108	1679	3076	3044	2271	4289	1544	17	70	118	58	98	3501	4943	5007	4758	5018	4395	5963	4415	73	723	152	21	49	7	2480	3487	2160	78	37	22	88	37	3	59	80	475	57	209	3	0	0	26	89	67	9	1500	961	290	11	0	4458	4335	3218	3562	4789	7	57	0	21	89	2656	3935	3095	2410	2989	5161	168	120	55	122	55	48	3532	5068	60	58	3279	3846	117	89	3741	5686	38	2	4958	4203	169	60	6079	3877	105	17	4436	5041	83	84	5217	4735	5912	7250	5974	5663	9841	10665	6269	4429	4004	4834	525	331	146	1434	254	757	36	160	839	285	200	2008	141	8813	525	10338	423	8023	402	6349	240	5608	422	3227
phylum	Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Planctomycetota	Planctomycetota	5144	5744	7983	10143	6713	9670	7833	34	104	33	19	197	342	261	1111	1293	1530	2737	2301	4082	3267	3651	12	53	4	168	7	706	940	1003	1417	1159	1233	1207	719	33	1028	7	0	167	169	2016	2536	1770	59	50	37	28	88	2	92	201	41	319	313	0	2	14	3	41	62	83	5647	1414	600	151	0	8210	7287	6425	6164	7773	4	29	47	19	100	8567	11215	6733	5977	7316	11448	31	143	64	39	76	23	2995	4124	42	264	4634	5600	176	39	19840	23959	30	501	30165	17965	1645	1519	33976	24620	605	545	23569	29534	951	273	38037	29105	39070	50893	58941	60423	58105	42722	12972	10171	12174	10360	3231	2273	3144	4346	2396	2944	4613	3031	1447	1391	730	2195	82	52222	5376	56965	2337	41720	3637	5520	201	7671	624	15963
phylum	Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Latescibacterota	Latescibacterota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	106	4	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Bacteria;Bacteria (superkingdom);Spirochaetes superphylum;Spirochaetota	Spirochaetota	37	12	61	10	19	27	0	46	0	1	8	55	0	9	0	54	11	0	3	0	59	0	9	33	60	39	9	2	18	0	0	0	0	0	0	25	17	36	84	22	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	51	0	0	0	52	61	112	74	127	0	0	0	0	0	0	0	0	0	8	0	0	20	61	25	118	25	2	15	33	0	15	3	7	51	94	22	0	143	18	0	0	49	20	0	0	0	3	0	55	34	312	306	0	0	0	0	0	0	0	0	0	0	109	1089	0	0	0	15	130	11	90	76	263	0	106	0	34	110	44	23	0
phylum	Main genome;Bacteria;Bacteria (superkingdom);Halanaerobiaeota superphylum;Halanaerobiaeota	Halanaerobiaeota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	91	30	94	28	199	70	222	0	0	0	0	17	0	44	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Bacteria;Bacteria (superkingdom);Dependentiae superphylum;Dependentiae	Dependentiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0	61	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	252	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	1	0
phylum	Main genome;Bacteria;Bacteria (superkingdom);Fusobacteria superphylum;Fusobacteriota	Fusobacteriota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	129	51	27	75	160	22	74	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Bacteria;Bacteria (superkingdom);Thermotogota superphylum;Thermotogota	Thermotogota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Bacteria;Bacteria (superkingdom);Nitrospirae superphylum;Nitrospirota	Nitrospirota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	149	11	6	9364	6349	33	11	8449	9712	367	6	16514	11748	16076	19688	4626	3558	723	17	0	71	0	0	131	9	52	3	88	8	0	641	0	0	155	0	0	187	10	15091	98	14266	1326	0	0	0	0	0
phylum	Main genome;Bacteria;Bacteria (superkingdom);Nitrospirae superphylum;Methylomirabilota	Methylomirabilota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Bacteria;Bacteria (superkingdom);Nitrospirae superphylum;Nitrospinota	Nitrospinota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	156	0	6	10	93	1	22	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	221	0	9	5694	4483	966	708	11190	8400	10	75	6687	7580	121	28	17575	14870	15673	19538	6961	6982	4635	67	0	0	0	2	36	138	0	2	157	143	0	2	246	0	166	0	0	9872	3063	19063	36	12308	459	0	0	0	0	215
phylum	Main genome;Bacteria;Bacteria (superkingdom);Nitrospinae Tectomicrobia group;Entotheonellaeota	Entotheonellaeota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	5	0	0	521	322	857	932	174	37	0	0	0	0	0	0	24	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0
phylum	Main genome;Bacteria;Bacteria (superkingdom);Hydrogenedentes superphylum;Hydrogenedentes	Hydrogenedentes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
